timestamp,datetime_utc,cpu_cores
1763390543,2025-11-17T14:42:23,0.07323372867954366
1763390558,2025-11-17T14:42:38,0.03508260214043855
1763390573,2025-11-17T14:42:53,0.011901340203748837
1763390588,2025-11-17T14:43:08,0.0000017425935019604459
1763390603,2025-11-17T14:43:23,0.0488922837660007
1763390618,2025-11-17T14:43:38,0.04570433405456041
1763390633,2025-11-17T14:43:53,0.09255722937292206
1763390648,2025-11-17T14:44:08,0.09953585045650327
1763390663,2025-11-17T14:44:23,0.10569771961134244
1763390678,2025-11-17T14:44:38,0.04527507895924199
1763390693,2025-11-17T14:44:53,0.010632570348593069
1763390708,2025-11-17T14:45:08,0.000001309775329077642
1763390723,2025-11-17T14:45:23,0
1763390738,2025-11-17T14:45:38,0
1763390753,2025-11-17T14:45:53,0
1763390768,2025-11-17T14:46:08,0.00004605151303113277
1763390783,2025-11-17T14:46:23,0.00007121123314065516
1763390798,2025-11-17T14:46:38,0.00004790731354091241
1763390813,2025-11-17T14:46:53,0
1763390828,2025-11-17T14:47:08,0
1763390843,2025-11-17T14:47:23,0
1763390858,2025-11-17T14:47:38,0
1763390873,2025-11-17T14:47:53,0
1763390888,2025-11-17T14:48:08,0
1763390903,2025-11-17T14:48:23,0
1763390918,2025-11-17T14:48:38,0
1763390933,2025-11-17T14:48:53,0
1763390948,2025-11-17T14:49:08,0
1763390963,2025-11-17T14:49:23,0.00022482838977684337
1763390978,2025-11-17T14:49:38,0.00018538011695906428
1763390993,2025-11-17T14:49:53,0
1763391008,2025-11-17T14:50:08,0
1763391023,2025-11-17T14:50:23,0
1763391038,2025-11-17T14:50:38,0.000005979455205192455
1763391053,2025-11-17T14:50:53,0.000005979455205192455
1763391068,2025-11-17T14:51:08,0.041966433505068505
1763391083,2025-11-17T14:51:23,0.043365653783383355
1763391098,2025-11-17T14:51:38,0.00029098348110086144
1763391113,2025-11-17T14:51:53,0.00034002407184519784
1763391128,2025-11-17T14:52:08,0.00033473796269599686
1763391143,2025-11-17T14:52:23,0.0004690126798689285
1763391158,2025-11-17T14:52:38,0.000522279643985066
1763391173,2025-11-17T14:52:53,0.014784344681095359
1763391188,2025-11-17T14:53:08,0.016254314112733516
1763391203,2025-11-17T14:53:23,0.0000019806734289628314
1763391218,2025-11-17T14:53:38,0.0000012395762902843413
1763391233,2025-11-17T14:53:53,0.033422526019304094
1763391248,2025-11-17T14:54:08,0.03493595318623504
1763391263,2025-11-17T14:54:23,0.040053161153658146
1763391278,2025-11-17T14:54:38,0.035468485439978194
1763391293,2025-11-17T14:54:53,0.03516884319927701
1763391308,2025-11-17T14:55:08,0.049557529801111735
1763391323,2025-11-17T14:55:23,0.0000014677445658694032
1763391338,2025-11-17T14:55:38,0
1763391353,2025-11-17T14:55:53,0.05541832912516302
1763391368,2025-11-17T14:56:08,0.06495056020300638
1763391383,2025-11-17T14:56:23,0.10159312943302894
1763391398,2025-11-17T14:56:38,0.11155516330395343
1763391413,2025-11-17T14:56:53,0.09611152896400173
1763391428,2025-11-17T14:57:08,0.03406009358447542
1763391443,2025-11-17T14:57:23,0.010164745595257683
1763391458,2025-11-17T14:57:38,0
1763391473,2025-11-17T14:57:53,0
1763391488,2025-11-17T14:58:08,0.000001440824872240798
1763391503,2025-11-17T14:58:23,0.0000013819610891594654
1763391518,2025-11-17T14:58:38,0.04095953522385634
1763391533,2025-11-17T14:58:53,0.07975695279232288
1763391548,2025-11-17T14:59:08,0.10701080094601387
1763391563,2025-11-17T14:59:23,0.10392436559622728
1763391578,2025-11-17T14:59:38,0.07313887519833595
1763391593,2025-11-17T14:59:53,0.04076970122611426
1763391608,2025-11-17T15:00:08,0.014271166916253889
1763391623,2025-11-17T15:00:23,0
1763391638,2025-11-17T15:00:38,0
1763391653,2025-11-17T15:00:53,0.043367597862449474
1763391668,2025-11-17T15:01:08,0.11123332490802365
1763391683,2025-11-17T15:01:23,0.11765299608064968
1763391698,2025-11-17T15:01:38,0.10825345391746954
1763391713,2025-11-17T15:01:53,0.07715641986879103
1763391728,2025-11-17T15:02:08,0.033681888836552085
1763391743,2025-11-17T15:02:23,0.010282191837925708
1763391758,2025-11-17T15:02:38,0
1763391773,2025-11-17T15:02:53,0.00006394138093554846
1763391788,2025-11-17T15:03:08,0.000042815730470408935
1763391803,2025-11-17T15:03:23,0.000030978078569878245
1763391818,2025-11-17T15:03:38,0
1763391833,2025-11-17T15:03:53,0
1763391848,2025-11-17T15:04:08,0
1763391863,2025-11-17T15:04:23,0
1763391878,2025-11-17T15:04:38,0
1763391893,2025-11-17T15:04:53,0
